train_id,departure_date,sale_date,days_before_departure,base_fare,dynamic_price,seats_booked,seats_available
TRAIN-1013,2025-05-27,2025-04-27,30,532,532.0,1,100
TRAIN-1013,2025-05-27,2025-04-28,29,532,555.23,1,99
TRAIN-1013,2025-05-27,2025-04-29,28,532,578.82,0,98
TRAIN-1013,2025-05-27,2025-04-30,27,532,596.9,0,98
TRAIN-1013,2025-05-27,2025-05-01,26,532,614.99,1,98
TRAIN-1013,2025-05-27,2025-05-02,25,532,639.29,3,97
TRAIN-1013,2025-05-27,2025-05-03,24,532,676.7,2,94
TRAIN-1013,2025-05-27,2025-05-04,23,532,708.62,2,92
TRAIN-1013,2025-05-27,2025-05-05,22,532,741.25,1,90
TRAIN-1013,2025-05-27,2025-05-06,21,532,767.68,4,89
TRAIN-1013,2025-05-27,2025-05-07,20,532,815.73,2,85
TRAIN-1013,2025-05-27,2025-05-08,19,532,850.67,2,83
TRAIN-1013,2025-05-27,2025-05-09,18,532,886.31,2,81
TRAIN-1013,2025-05-27,2025-05-10,17,532,922.67,1,79
TRAIN-1013,2025-05-27,2025-05-11,16,532,951.93,4,78
TRAIN-1013,2025-05-27,2025-05-12,15,532,1005.48,4,74
TRAIN-1013,2025-05-27,2025-05-13,14,532,1060.45,3,70
TRAIN-1013,2025-05-27,2025-05-14,13,532,1108.51,5,67
TRAIN-1013,2025-05-27,2025-05-15,12,532,1174.66,4,62
TRAIN-1013,2025-05-27,2025-05-16,11,532,1233.89,4,58
TRAIN-1013,2025-05-27,2025-05-17,10,532,1294.53,3,54
TRAIN-1013,2025-05-27,2025-05-18,9,532,1347.56,4,51
TRAIN-1013,2025-05-27,2025-05-19,8,532,1410.86,3,47
TRAIN-1013,2025-05-27,2025-05-20,7,532,1466.19,4,44
TRAIN-1013,2025-05-27,2025-05-21,6,532,1532.16,2,40
TRAIN-1013,2025-05-27,2025-05-22,5,532,1580.04,2,38
TRAIN-1013,2025-05-27,2025-05-23,4,532,1628.63,4,36
TRAIN-1013,2025-05-27,2025-05-24,3,532,1698.14,2,32
TRAIN-1013,2025-05-27,2025-05-25,2,532,1748.51,4,30
TRAIN-1013,2025-05-27,2025-05-26,1,532,1820.5,2,26
TRAIN-1014,2025-05-29,2025-04-29,30,569,569.0,3,100
TRAIN-1014,2025-05-29,2025-04-30,29,569,605.61,1,97
TRAIN-1014,2025-05-29,2025-05-01,28,569,631.21,3,96
TRAIN-1014,2025-05-29,2025-05-02,27,569,669.71,2,93
TRAIN-1014,2025-05-29,2025-05-03,26,569,702.9,2,91
TRAIN-1014,2025-05-29,2025-05-04,25,569,736.85,2,89
TRAIN-1014,2025-05-29,2025-05-05,24,569,771.56,0,87
TRAIN-1014,2025-05-29,2025-05-06,23,569,793.0,2,87
TRAIN-1014,2025-05-29,2025-05-07,22,569,828.84,1,85
TRAIN-1014,2025-05-29,2025-05-08,21,569,858.05,1,84
TRAIN-1014,2025-05-29,2025-05-09,20,569,887.64,0,83
TRAIN-1014,2025-05-29,2025-05-10,19,569,909.83,2,83
TRAIN-1014,2025-05-29,2025-05-11,18,569,947.95,1,81
TRAIN-1014,2025-05-29,2025-05-12,17,569,978.68,2,80
TRAIN-1014,2025-05-29,2025-05-13,16,569,1018.13,3,78
TRAIN-1014,2025-05-29,2025-05-14,15,569,1066.88,6,75
TRAIN-1014,2025-05-29,2025-05-15,14,569,1142.93,5,69
TRAIN-1014,2025-05-29,2025-05-16,13,569,1212.35,2,64
TRAIN-1014,2025-05-29,2025-05-17,12,569,1256.35,4,62
TRAIN-1014,2025-05-29,2025-05-18,11,569,1319.7,5,58
TRAIN-1014,2025-05-29,2025-05-19,10,569,1394.05,3,53
TRAIN-1014,2025-05-29,2025-05-20,9,569,1450.95,1,50
TRAIN-1014,2025-05-29,2025-05-21,8,569,1489.26,3,49
TRAIN-1014,2025-05-29,2025-05-22,7,569,1548.06,1,46
TRAIN-1014,2025-05-29,2025-05-23,6,569,1587.51,2,45
TRAIN-1014,2025-05-29,2025-05-24,5,569,1637.77,6,43
TRAIN-1014,2025-05-29,2025-05-25,4,569,1731.28,2,37
TRAIN-1014,2025-05-29,2025-05-26,3,569,1783.81,2,35
TRAIN-1014,2025-05-29,2025-05-27,2,569,1837.11,6,33
TRAIN-1014,2025-05-29,2025-05-28,1,569,1935.93,2,27
TRAIN-1015,2025-05-31,2025-05-01,30,798,798.0,2,100
TRAIN-1015,2025-05-31,2025-05-02,29,798,841.09,1,98
TRAIN-1015,2025-05-31,2025-05-03,28,798,876.74,0,97
TRAIN-1015,2025-05-31,2025-05-04,27,798,904.13,1,97
TRAIN-1015,2025-05-31,2025-05-05,26,798,940.58,2,96
TRAIN-1015,2025-05-31,2025-05-06,25,798,986.86,4,94
TRAIN-1015,2025-05-31,2025-05-07,24,798,1053.36,2,90
TRAIN-1015,2025-05-31,2025-05-08,23,798,1102.3,0,88
TRAIN-1015,2025-05-31,2025-05-09,22,798,1132.1,3,88
TRAIN-1015,2025-05-31,2025-05-10,21,798,1193.01,2,85
TRAIN-1015,2025-05-31,2025-05-11,20,798,1244.88,2,83
TRAIN-1015,2025-05-31,2025-05-12,19,798,1297.81,3,81
TRAIN-1015,2025-05-31,2025-05-13,18,798,1362.98,1,78
TRAIN-1015,2025-05-31,2025-05-14,17,798,1406.87,2,77
TRAIN-1015,2025-05-31,2025-05-15,16,798,1463.0,1,75
TRAIN-1015,2025-05-31,2025-05-16,15,798,1508.22,5,74
TRAIN-1015,2025-05-31,2025-05-17,14,798,1602.92,1,69
TRAIN-1015,2025-05-31,2025-05-18,13,798,1650.26,4,68
TRAIN-1015,2025-05-31,2025-05-19,12,798,1736.45,6,64
TRAIN-1015,2025-05-31,2025-05-20,11,798,1850.83,0,58
TRAIN-1015,2025-05-31,2025-05-21,10,798,1888.6,1,58
TRAIN-1015,2025-05-31,2025-05-22,9,798,1939.94,2,57
TRAIN-1015,2025-05-31,2025-05-23,8,798,2005.64,0,55
TRAIN-1015,2025-05-31,2025-05-24,7,798,2044.21,6,55
TRAIN-1015,2025-05-31,2025-05-25,6,798,2168.96,1,49
TRAIN-1015,2025-05-31,2025-05-26,5,798,2223.76,9,48
TRAIN-1015,2025-05-31,2025-05-27,4,798,2398.26,4,39
TRAIN-1015,2025-05-31,2025-05-28,3,798,2501.73,3,35
TRAIN-1015,2025-05-31,2025-05-29,2,798,2591.9,4,32
TRAIN-1015,2025-05-31,2025-05-30,1,798,2699.37,1,28
TRAIN-1016,2025-06-02,2025-05-03,30,747,747.0,2,100
TRAIN-1016,2025-06-02,2025-05-04,29,747,787.34,2,98
TRAIN-1016,2025-06-02,2025-05-05,28,747,828.67,4,96
TRAIN-1016,2025-06-02,2025-05-06,27,747,887.44,1,92
TRAIN-1016,2025-06-02,2025-05-07,26,747,922.79,2,91
TRAIN-1016,2025-06-02,2025-05-08,25,747,967.37,0,89
TRAIN-1016,2025-06-02,2025-05-09,24,747,995.0,0,89
TRAIN-1016,2025-06-02,2025-05-10,23,747,1022.64,2,89
TRAIN-1016,2025-06-02,2025-05-11,22,747,1069.21,0,87
TRAIN-1016,2025-06-02,2025-05-12,21,747,1097.34,0,87
TRAIN-1016,2025-06-02,2025-05-13,20,747,1125.48,2,87
TRAIN-1016,2025-06-02,2025-05-14,19,747,1174.03,3,85
TRAIN-1016,2025-06-02,2025-05-15,18,747,1234.04,0,82
TRAIN-1016,2025-06-02,2025-05-16,17,747,1263.43,1,82
TRAIN-1016,2025-06-02,2025-05-17,16,747,1303.76,3,81
TRAIN-1016,2025-06-02,2025-05-18,15,747,1367.01,5,78
TRAIN-1016,2025-06-02,2025-05-19,14,747,1454.66,5,73
TRAIN-1016,2025-06-02,2025-05-20,13,747,1544.8,1,68
TRAIN-1016,2025-06-02,2025-05-21,12,747,1589.62,3,67
TRAIN-1016,2025-06-02,2025-05-22,11,747,1659.34,2,64
TRAIN-1016,2025-06-02,2025-05-23,10,747,1718.1,2,62
TRAIN-1016,2025-06-02,2025-05-24,9,747,1777.86,2,60
TRAIN-1016,2025-06-02,2025-05-25,8,747,1838.62,0,58
TRAIN-1016,2025-06-02,2025-05-26,7,747,1873.97,4,58
TRAIN-1016,2025-06-02,2025-05-27,6,747,1963.12,5,54
TRAIN-1016,2025-06-02,2025-05-28,5,747,2067.95,6,49
TRAIN-1016,2025-06-02,2025-05-29,4,747,2189.21,5,43
TRAIN-1016,2025-06-02,2025-05-30,3,747,2299.27,1,38
TRAIN-1016,2025-06-02,2025-05-31,2,747,2354.05,3,37
TRAIN-1016,2025-06-02,2025-06-01,1,747,2438.71,3,34
TRAIN-1017,2025-06-04,2025-05-05,30,308,308.0,1,100
TRAIN-1017,2025-06-04,2025-05-06,29,308,321.45,2,99
TRAIN-1017,2025-06-04,2025-05-07,28,308,338.39,1,97
TRAIN-1017,2025-06-04,2025-05-08,27,308,352.35,1,96
TRAIN-1017,2025-06-04,2025-05-09,26,308,366.52,3,95
TRAIN-1017,2025-06-04,2025-05-10,25,308,388.08,1,92
TRAIN-1017,2025-06-04,2025-05-11,24,308,402.86,2,91
TRAIN-1017,2025-06-04,2025-05-12,23,308,421.65,3,89
TRAIN-1017,2025-06-04,2025-05-13,22,308,444.75,2,86
TRAIN-1017,2025-06-04,2025-05-14,21,308,464.46,1,84
TRAIN-1017,2025-06-04,2025-05-15,20,308,480.48,0,83
TRAIN-1017,2025-06-04,2025-05-16,19,308,492.49,2,83
TRAIN-1017,2025-06-04,2025-05-17,18,308,513.13,2,81
TRAIN-1017,2025-06-04,2025-05-18,17,308,534.17,0,79
TRAIN-1017,2025-06-04,2025-05-19,16,308,546.6,1,79
TRAIN-1017,2025-06-04,2025-05-20,15,308,563.64,3,78
TRAIN-1017,2025-06-04,2025-05-21,14,308,590.33,2,75
TRAIN-1017,2025-06-04,2025-05-22,13,308,612.82,5,73
TRAIN-1017,2025-06-04,2025-05-23,12,308,650.5,3,68
TRAIN-1017,2025-06-04,2025-05-24,11,308,679.14,0,65
TRAIN-1017,2025-06-04,2025-05-25,10,308,693.0,4,65
TRAIN-1017,2025-06-04,2025-05-26,9,308,727.8,6,61
TRAIN-1017,2025-06-04,2025-05-27,8,308,774.11,3,55
TRAIN-1017,2025-06-04,2025-05-28,7,308,805.32,5,52
TRAIN-1017,2025-06-04,2025-05-29,6,308,848.23,2,47
TRAIN-1017,2025-06-04,2025-05-30,5,308,875.23,5,45
TRAIN-1017,2025-06-04,2025-05-31,4,308,919.89,4,40
TRAIN-1017,2025-06-04,2025-06-01,3,308,959.73,3,36
TRAIN-1017,2025-06-04,2025-06-02,2,308,994.43,3,33
TRAIN-1017,2025-06-04,2025-06-03,1,308,1029.75,2,30
TRAIN-1018,2025-06-06,2025-05-07,30,792,792.0,0,100
TRAIN-1018,2025-06-06,2025-05-08,29,792,818.4,3,100
TRAIN-1018,2025-06-06,2025-05-09,28,792,870.14,2,97
TRAIN-1018,2025-06-06,2025-05-10,27,792,914.76,1,95
TRAIN-1018,2025-06-06,2025-05-11,26,792,951.46,0,94
TRAIN-1018,2025-06-06,2025-05-12,25,792,979.44,1,94
TRAIN-1018,2025-06-06,2025-05-13,24,792,1016.93,0,93
TRAIN-1018,2025-06-06,2025-05-14,23,792,1045.18,1,93
TRAIN-1018,2025-06-06,2025-05-15,22,792,1083.46,0,92
TRAIN-1018,2025-06-06,2025-05-16,21,792,1111.97,1,92
TRAIN-1018,2025-06-06,2025-05-17,20,792,1151.04,1,91
TRAIN-1018,2025-06-06,2025-05-18,19,792,1190.64,3,90
TRAIN-1018,2025-06-06,2025-05-19,18,792,1252.94,4,87
TRAIN-1018,2025-06-06,2025-05-20,17,792,1328.18,4,83
TRAIN-1018,2025-06-06,2025-05-21,16,792,1405.54,2,79
TRAIN-1018,2025-06-06,2025-05-22,15,792,1461.24,0,77
TRAIN-1018,2025-06-06,2025-05-23,14,792,1493.71,10,77
TRAIN-1018,2025-06-06,2025-05-24,13,792,1650.26,4,67
TRAIN-1018,2025-06-06,2025-05-25,12,792,1736.06,6,63
TRAIN-1018,2025-06-06,2025-05-26,11,792,1849.85,5,57
TRAIN-1018,2025-06-06,2025-05-27,10,792,1953.6,2,52
TRAIN-1018,2025-06-06,2025-05-28,9,792,2019.6,2,50
TRAIN-1018,2025-06-06,2025-05-29,8,792,2086.66,2,48
TRAIN-1018,2025-06-06,2025-05-30,7,792,2154.77,4,46
TRAIN-1018,2025-06-06,2025-05-31,6,792,2252.45,4,42
TRAIN-1018,2025-06-06,2025-06-01,5,792,2352.24,5,38
TRAIN-1018,2025-06-06,2025-06-02,4,792,2468.93,3,33
TRAIN-1018,2025-06-06,2025-06-03,3,792,2558.16,2,30
TRAIN-1018,2025-06-06,2025-06-04,2,792,2633.66,2,28
TRAIN-1018,2025-06-06,2025-06-05,1,792,2710.22,2,26
TRAIN-1019,2025-06-08,2025-05-09,30,434,434.0,1,100
TRAIN-1019,2025-06-08,2025-05-10,29,434,452.95,6,99
TRAIN-1019,2025-06-08,2025-05-11,28,434,495.34,0,93
TRAIN-1019,2025-06-08,2025-05-12,27,434,510.82,4,93
TRAIN-1019,2025-06-08,2025-05-13,26,434,545.97,0,89
TRAIN-1019,2025-06-08,2025-05-14,25,434,562.03,1,89
TRAIN-1019,2025-06-08,2025-05-15,24,434,583.3,1,88
TRAIN-1019,2025-06-08,2025-05-16,23,434,604.85,4,87
TRAIN-1019,2025-06-08,2025-05-17,22,434,643.19,1,83
TRAIN-1019,2025-06-08,2025-05-18,21,434,665.76,1,82
TRAIN-1019,2025-06-08,2025-05-19,20,434,688.61,2,81
TRAIN-1019,2025-06-08,2025-05-20,19,434,717.69,1,79
TRAIN-1019,2025-06-08,2025-05-21,18,434,741.27,2,78
TRAIN-1019,2025-06-08,2025-05-22,17,434,771.36,2,76
TRAIN-1019,2025-06-08,2025-05-23,16,434,802.03,2,74
TRAIN-1019,2025-06-08,2025-05-24,15,434,833.28,1,72
TRAIN-1019,2025-06-08,2025-05-25,14,434,858.45,5,71
TRAIN-1019,2025-06-08,2025-05-26,13,434,911.11,2,66
TRAIN-1019,2025-06-08,2025-05-27,12,434,944.38,2,64
TRAIN-1019,2025-06-08,2025-05-28,11,434,978.24,2,62
TRAIN-1019,2025-06-08,2025-05-29,10,434,1012.67,2,60
TRAIN-1019,2025-06-08,2025-05-30,9,434,1047.68,1,58
TRAIN-1019,2025-06-08,2025-05-31,8,434,1075.74,2,57
TRAIN-1019,2025-06-08,2025-06-01,7,434,1111.76,6,55
TRAIN-1019,2025-06-08,2025-06-02,6,434,1179.61,3,49
TRAIN-1019,2025-06-08,2025-06-03,5,434,1225.33,6,46
TRAIN-1019,2025-06-08,2025-06-04,4,434,1296.21,4,40
TRAIN-1019,2025-06-08,2025-06-05,3,434,1352.34,3,36
TRAIN-1019,2025-06-08,2025-06-06,2,434,1401.24,1,33
TRAIN-1019,2025-06-08,2025-06-07,1,434,1433.94,6,32
